country,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,error_flags,anomaly_score,is_anomaly
IND,KOPPAL HKMP,WRI1019924,12.0,15.316,76.2507,Coal,,,0.1168,False
PRT,Ribabelide,WRI1023432,14.0,41.0146,-7.8735,Wind,2008.0,,0.1788,False
IDN,Koto Panjang Kampar,WRI1000775,,0.2905,100.8814,Hydro,,MISSING_CAPACITY,0.0778,False
USA,First Baptist Church of Glenarden,USA0062043,1.5,38.82,-76.87,Solar,2018.0,,0.1846,False
USA,Wheelabrator Frackville Energy,USA0050879,,40.7824,-76.1762,Coal,1988.0,MISSING_CAPACITY,0.1843,False
ITA,Tortona Pantaleona Solar Power Plant,WRI1026440,7.0,44.8794,8.7889,Solar,,,0.1908,False
CHN,Hongxing Erchang A,WKS0068088,20.0,42.861,93.244,Solar,,,0.137,False
GBR,Thatcham,GBR1000444,8.7,51.4037,-1.2605,Oil,,,0.1889,False
CHN,Mianning County Longjiagou,WRI1071951,6.0,28.2657,101.5217,Hydro,,,0.1293,False
BRA,Gameleira,BRA0028601,2.032,-10.6505,-51.4092,Biomass,,,0.1043,False
GBR,Bent Spur Solar Farm,GBR0005723,5.0,53.5331,-2.376,Solar,,,0.179,False
GBR,Leverton Farm - Energy Barn,GBR2001163,10.0,53.26,-0.564,Storage,,,0.1808,False
CHN,Huadian Guyuan Yueliangshan Wind Phase 1,WRI1072203,49.0,36.2012,105.6177,Wind,,,0.1332,False
USA,Northport,USA0002516,1564.0,40.9236,-73.3423,Gas,1971.2065217391305,,-0.0682,True
DEU,M�nchweiler Solar Power Plant,WRI1030277,1.7,49.5609,7.895,Solar,,,0.1897,False
GBR,Energy Works Hull - Wind Turbine,GBR2001045,3.0,53.7585,-0.3304,Wind,,,0.1787,False
ESP,P. E. CAMPALBO,WRI1006756,,39.9,-1.2667,Wind,,MISSING_CAPACITY,0.1832,False
BRA,Cerro Chato IV,BRA0030784,10.0,-30.8327,-55.7558,Wind,2014.0,,0.0634,False
BRA,Ventos de Santo Onofre III,BRA0031886,30.0,-7.555,-40.7257,Wind,2015.0,,0.0975,False
BRA,Hy-Line,BRA0028981,1.172,-20.53,-49.3045,Oil,,,0.1006,False
ESP,Almaraz,WKS0060040,22.1,39.83,-5.66,Solar,,,0.1799,False
USA,H L Culbreath Bayside Power Station,USA0007873,2294.0000000000005,27.9072,-82.4231,Gas,1993.1023539668695,,-0.1165,True
USA,Selmer II,USA0060556,8.0,35.1661,-88.6467,Solar,2017.0,,0.1756,False
JPN,Jozankei,WRI1020235,120.0,42.9871,141.1562,Hydro,1989.0,,0.0469,False
CHN,Yunnan Dali Wanhuaxi Small Plant,WRI1071325,,25.8528,100.0861,Hydro,,MISSING_CAPACITY,0.1312,False
ESP,P.E. VECIANA,WRI1023541,29.27,41.6377,1.4353,Wind,2010.0,,0.1853,False
CHN,Kangbao Tunken,WRI1072498,100.0,41.987,114.781,Wind,,,0.1169,False
BRA,Porto Alegre do Norte,BRA0002115,2.4064,-10.9074,-51.6214,Oil,2006.0,,0.1061,False
USA,Rancho Penasquitos,USA0056615,4.6,32.937,-117.1137,Hydro,2007.0,,0.1403,False
GBR,Maerdy,GBR0004138,,51.6978,-3.5179,Wind,,MISSING_CAPACITY,0.1872,False
USA,Peterson Road Solar,USA0061307,,42.1,-72.3,Solar,2017.0,MISSING_CAPACITY,0.1827,False
CHN,Shenhua Shenmu power station,WRI1070430,1530.0,38.9662,110.4584,Coal,2013.0,,-0.0392,True
USA,Waverly Wind Farm LLC,USA0057614,199.0,38.2569,-95.8142,Wind,2016.0,,0.1125,False
USA,Onyx - Allen Harim,USA0061206,,38.7175,-75.2888,Solar,2017.0,MISSING_CAPACITY,0.1834,False
CAN,Cheakamus,CAN0002125,158.0,49.9337,-123.291,Hydro,,,0.0543,False
SWE,Forshaga,WRI1019373,,59.5254,13.4813,Hydro,1916.0,MISSING_CAPACITY,0.1166,False
UZB,Sazagan,WKS0062615,100.0,39.5834,66.7198,Solar,,,0.1179,False
USA,Sweetwater Solar,USA0061369,92.0,41.6291,-109.6835,Solar,2019.0,,0.1239,False
ESP,NEUMATICOS MICHELIN-VITORIA,WRI1006705,47.0,42.85,-2.6667,Gas,,,0.1728,False
ESP,LAS SALINAS 9 (GAS MOVIL 1),WRI1006617,11.74,28.5004,-13.8627,Oil,1988.0,,0.1349,False
BRA,Jucazinho,BRA0031081,1.0,-8.006,-35.6969,Hydro,,,0.0962,False
USA,Whitt Solar,USA0061952,,34.7216,-82.5243,Solar,2019.0,MISSING_CAPACITY,0.1732,False
FRA,Bonnat,WRI1024864,5.72123,46.323,1.9137,Solar,,,0.1928,False
GBR,Shroton,WKS0061949,4.0,50.9243,-2.2124,Solar,,,0.1909,False
RUS,Nizhnekamsk hydroelectric power station,WRI1061817,1205.0,55.6997,52.2786,Hydro,,,-0.0606,True
NLD,Diemen 33,WRI1019310,684.0,52.3389,5.0213,Gas,1995.0,,0.0229,False
USA,K-Brink Windfarm LLC,USA0056206,2.0,44.0197,-96.1183,Wind,2003.0,,0.1747,False
CHN,Ningdong SA1,WKS0062437,100.0,38.162,106.762,Solar,,,0.1241,False
CHN,Sihong Tianganghu,WKS0064401,82.0,33.21,118.03,Solar,,,0.113,False
ROU,HPP Galceag,WRI1019121,149.0,45.5879,23.6279,Hydro,,,0.1225,False
USA,Knouse Solar Project 1,USA0057412,3.0,40.0264,-77.2344,Solar,2011.0,,0.1849,False
USA,Puna,USA0007130,39.1,19.6316,-155.0313,Oil,1990.4143222506395,,0.0127,False
IND,Bidar E,WKS0074108,15.0,17.925,77.368,Solar,,,0.125,False
POL,EC Knurów,WRI1061520,8.0,50.2153,18.6785,Coal,,,0.179,False
CHN,Fengle N,WKS0066629,11.0,38.114,102.252,Solar,,,0.1397,False
GTM,Poliwatt,WRI1061435,129.4,13.92,-90.786,Oil,2000.0,,0.0669,False
GEO,Inguri (Enguri) Dam Hydroelectric Power Station Georgia,GEODB0003667,1300.0,-3.3353,-143.6491,Hydro,,OCEAN_COORDS,-0.1201,True
IND,MAHADEV PRASAD STPP,IND0000246,540.0,22.8395,86.0613,Coal,2012.0,,0.0394,False
URY,PAMPA,URY0000869,141.6,-32.2467,-56.215,Wind,,,-0.0039,True
USA,Southern Minnesota Beet Sugar,USA0054533,,44.7964,-95.1798,Coal,1976.0,MISSING_CAPACITY,0.1691,False
CAN,St. Isidore B,CAN0008420,12.0,45.3637,-74.9092,Solar,,,0.1718,False
POL,FW Tychowo-Noskowo,WRI1061598,50.0,54.3781,16.7961,Wind,2009.0,,0.13,False
GBR,Skelmonae Wind Farm,GBR0003075,3.2,57.4208,-2.1898,Wind,,,0.1474,False
LAO,Nam Ngum 1,WRI1001051,,15.4919,106.2788,Hydro,1990.0,MISSING_CAPACITY,0.1134,False
CHN,Jinchuan C,WKS0064992,50.0,38.602,102.171,Solar,,,0.1325,False
IDN,PLTU Ombilin - Sijantang - Sawahlunto,WRI1000960,200.0,-0.6094,100.7535,Coal,,,0.0194,False
USA,Spencer Farm  LLC,USA0061220,5.0,35.7129,-80.4079,Solar,2017.0,,0.1814,False
BRA,STF Anexo II,BRA0030464,1.088,-15.7767,-47.7879,Oil,,,0.1043,False
FIN,Huikku Hailuoto,WRI1002670,2.0,65.009,24.7139,Wind,,,0.0607,False
USA,Pinetree Power Fitchburg,USA0054620,18.0,42.5428,-71.8528,Waste,1992.0,,0.1812,False
PHL,Mindanao Steag power station,WRI1001962,232.0,8.5725,124.7573,Coal,2006.0,,0.0105,False
USA,DG AMP Solar Piqua Staunton,USA0061805,1.8,40.1409,-84.2315,Solar,2018.0,,0.1811,False
USA,Pine Tree Wind Power Project,USA0056433,135.0,35.248,-118.1754,Wind,2009.0,,0.1053,False
JPN,Shirakawa A,WKS0073684,,37.136,140.23,Solar,,MISSING_CAPACITY,0.0793,False
USA,Kingman Wind,USA0060639,214.8,-15.1373,88.7541,Wind,2017.0,OCEAN_COORDS,-0.0009,True
USA,Tenaska Frontier Generation Station,USA0055062,939.7,30.5924,-95.9178,Gas,2000.0,,-0.0147,True
GBR,Ewe Hill I,GBR0004015,13.8,55.1071,-3.3339,Wind,,,0.1616,False
USA,Marshall Ford,USA0003600,108.0,30.3899,-97.9073,Hydro,1941.0,,0.1152,False
CHN,Hongxing Erchang G,WKS0070260,20.0,42.851,93.231,Solar,,,0.137,False
USA,Butler Plaza,USA0058618,1.2,29.6231,-82.38,Solar,2011.0,,0.1477,False
USA,Rathdrum Power LLC,USA0055179,301.5,47.7858,-116.9203,Gas,2001.0,,0.0396,False
CAN,Ingersoll 1,CAN0007965,9.5,43.088,-80.8462,Solar,,,0.1831,False
IND,Anabura Wind Farm,WRI1026069,16.5,14.5751,76.3926,Wind,,,0.1151,False
BRA,Luiz Oscar Rodrigues de Melo (Antiga Linhares),BRA0030054,204.0,-19.5323,-39.7992,Gas,2010.0,,0.0241,False
EST,Vanakula,WRI1022402,9.0,59.1211,23.5657,Wind,2009.0,,0.1076,False
USA,MF Mesa Lane LLC,USA0056993,3.0,40.1483,-74.7772,Solar,2008.0,,0.187,False
USA,South Harper,USA0056151,351.0,38.6803,-94.4824,Gas,2005.0,,0.0807,False
CAN,Mercier,CAN0008114,55.0,46.7173,-75.9825,Hydro,,,0.1465,False
MNG,Zamyn-Üüd,WKS0072178,15.0,43.725,111.827,Solar,,,0.1276,False
BRA,Girassol,BRA0030426,1.0,-13.9969,-45.403,Hydro,2010.0,,0.0998,False
OMN,Manah,WRI1023721,279.0,22.7067,57.5779,Gas,1997.0,,0.0635,False
DEU,UTB,WRI1006121,16.0,52.0778,13.5173,Biomass,2002.0,,0.1755,False
CAN,Laforge-1,CAN0002179,878.0,54.1693,-72.6146,Hydro,,,-0.0315,True
GBR,Stowbridge Farm,GBR0002065,24.0,52.329,0.2182,Solar,,,0.1798,False
USA,Lorenzo Wind,USA0059244,80.0,33.6992,-101.5247,Wind,2019.0,,0.1349,False
GBR,Rookery Business Park,GBR0005296,5.0,52.5353,1.0661,Solar,,,0.1844,False
USA,Tuxedo,USA0002736,5.0,35.245,-82.3894,Hydro,1920.0,,0.1783,False
USA,DodgeSun CSG,USA0061379,5.0,44.0404,-92.69,Solar,2018.0,,0.1768,False
CHN,Yabulaizhen A,WKS0070288,10.0,39.443,102.818,Solar,,,0.1379,False
BRA,Gás Anamã,BRA0029942,3.3000000000000003,-3.5761,-61.395,Gas,,,0.1044,False
USA,Foundation Cemex BMQ,USA0058102,3.0,34.6231,-117.1125,Wind,2013.0,,0.1454,False
CHN,Yunnan Lujichang,WRI1071206,96.0,26.1,102.44,Hydro,,,0.1075,False
USA,Helms Pumped Storage,USA0006100,1053.0,37.0293,-118.9683,Hydro,1984.0,,-0.0352,True
USA,Cowiche,USA0050423,1.7,46.6926,-120.7372,Hydro,1987.0,,0.1179,False
FRA,Ygos 1,WKS0069172,12.0,44.0348,-0.728,Solar,,,0.1937,False
USA,Dartmouth II Solar,USA0057838,2.0,41.6806,-71.0308,Solar,2012.0,,0.1853,False
USA,Flambeau River Papers,USA0050620,5.7,45.9356,-90.4472,Waste,1982.0,,0.1688,False
GBR,Land at Overside and Greenwellheads Farms,GBR0003802,9.2,57.5822,-1.8993,Wind,,,0.146,False
IND,Ratedi Mondri Wind Farm,WRI1026770,26.4,26.8026,70.7736,Wind,,,0.1314,False
CHN,Chaohu C,WKS0070378,25.0,31.816,117.832,Solar,,,0.1274,False
PRT,Alrota,WRI1023264,5.0,38.9345,-9.1475,Wind,2008.0,,0.1754,False
USA,Mariani Packing Vacaville Solar,USA0057005,1.0,38.4001,-121.9637,Solar,2008.0,,0.1382,False
USA,Domino Sugar Arabi Plant,USA0054512,14.0,29.9468,-90.0018,Gas,1968.2857142857144,,0.1471,False
KEN,Kipevu III,WRI1000052,120.0,-4.0379,39.6333,Oil,1999.0,,0.0418,False
BIH,Krupa Hydroelectric Power Plant Bosnia and Herzegovina,GEODB0044818,48.5,44.5624,17.135,Hydro,,,0.1641,False
CHN,Luding,WRI1000609,920.0,29.95,102.23,Hydro,,,0.0064,False
CHN,Datang Anzishan Wind,WRI1071942,45.0,34.791,111.587,Wind,,,0.131,False
IND,Mirpur Kalan - Alianz Eco Solar Power Plant,WRI1026171,2.1,29.7303,75.3099,Solar,,,0.1295,False
CHN,Yaomeng power station,WRI1070770,2160.0,33.7375,113.2419,Coal,1994.0,,-0.0792,True
USA,Voyager Wind I,USA0060594,131.1,35.0461,-118.2827,Wind,2020.0,,0.1038,False
USA,Anchor Wind  LLC,USA0058044,6.0,41.8508,-91.2342,Wind,2012.0,,0.1801,False
CHL,TALTAL,CHL0002018,99.0,-25.0595,-69.8485,Wind,,,0.0322,False
GBR,Ikea Distribution Centre - resubmission,GBR0001490,1.7,53.5406,-1.0314,Solar,,,0.1777,False
IND,KANHER,IND0000179,,17.7384,73.917,Hydro,1991.0,MISSING_CAPACITY,0.1259,False
CAN,Lower Sturgeon,CAN0008072,,48.8132,-81.4875,Hydro,,MISSING_CAPACITY,0.1589,False
USA,Liberty Electric Power Plant,USA0055231,614.0,39.8614,-75.3358,Gas,2002.0,,0.051,False
IND,Valathadippatti,WKS0074132,10.0,10.578,78.635,Solar,,,0.1002,False
GTM,Palo Viejo,WRI1061402,85.0,15.5,-90.874,Hydro,2012.0,,0.0855,False
CHN,Jingjiawan A,WKS0069408,50.0,40.769,113.096,Solar,,,0.1345,False
JPN,Nakanishi A,WKS0070653,20.0,34.722,138.172,Solar,,,0.0868,False
NZL,Waipori,WRI1000348,83.0,-45.8816,169.9774,Hydro,,,-0.1173,True
ESP,Casas Ibañez,WKS0060336,5.1,39.2714,-1.4687,Solar,,,0.1835,False
USA,Kaw,USA0001294,165.7,39.0867,-94.6514,Gas,1958.3717561858784,,0.1217,False
ESP,VIELHA 1,WRI1008028,21.86,42.702,0.7956,Hydro,1947.0,,0.1905,False
CHN,Malong River 3#,WRI1071874,10.0,24.1564,99.5444,Hydro,,,0.1256,False
USA,SunEdison Walgreens Moreno Valley,USA0057004,1.0,33.8672,-117.23,Solar,2007.0,,0.1415,False
AUS,John Butters,AUS0000134,144.0,-42.1548,145.5345,Hydro,,,-0.1029,True
FRA,Gréning,WRI1024781,6.9,48.9741,6.8413,Wind,,,0.1922,False
USA,Chester Solar Farm,USA0059767,4.8,42.312,-72.949,Solar,2014.0,,0.1878,False
ESP,LA RISCA,WRI1006592,50.0,38.8269,-6.824,Solar,2009.0,,0.1616,False
RUS,Budennovskaya TPP,WRI1062043,149.9,44.8291,44.1064,Gas,2014.0,,0.1044,False
USA,Epic Verona,USA0062676,43.19999999999999,42.9968,-89.5687,Oil,2012.2777777777785,,0.1666,False
IND,N_SAGAR LBC,IND0000284,60.0,16.5697,79.3389,Hydro,1992.0,,0.1037,False
THA,Khon Kaen 1 Solar Power Plant,WRI1026254,6.1,16.5117,102.7942,Solar,,,0.109,False
USA,Wooster Renewable Energy,USA0059072,1.0,40.785,-81.9514,Biomass,2014.0,,0.1818,False
BGD,Faridpur,WRI1029216,54.0,23.6183,89.7733,Oil,,,0.1132,False
FRA,Levoncourt,WRI1025013,4.0,48.8276,5.3459,Wind,,,0.192,False
USA,Williamson,USA0063409,,43.2341,-77.1522,Solar,2019.0,MISSING_CAPACITY,0.182,False
USA,Fairgrounds,USA0002082,,38.5935,-92.2206,Oil,1974.0,MISSING_CAPACITY,0.1796,False
GBR,Llyn Brianne Dam,GBR0000415,4.4,52.1203,-3.7699,Hydro,,,0.1871,False
BRA,Santa Maria,BRA0029019,4.95,-8.2947,-35.5956,Wind,2010.0,,0.101,False
DEU,GuD-Anlage,WRI1005719,47.0,49.9882,9.1558,Gas,2013.0,,0.1688,False
USA,GL Dairy Biogas,USA0058219,2.0,43.1244,-89.545,Biomass,2013.7,,0.1824,False
USA,Horseshoe Lake,USA0002951,947.0,35.5087,-97.1797,Gas,1969.8014783526928,,-0.0056,True
GBR,Mendennick Solar,GBR0004891,2.64,50.355,-4.2407,Solar,,,0.1917,False
IND,Visakhapatnam Port,WKS0070887,10.0,17.719,83.255,Solar,,,0.1192,False
ROU,Urziceni,WKS0071369,22.6,44.714,26.596,Solar,,,0.1719,False
ESP,SERRA DE VILOBI,WRI1007900,,42.1555,2.2828,Wind,2007.0,MISSING_CAPACITY,0.1935,False
BRA,Ventos de Morrinhos,BRA0030945,30.0,-10.5696,-40.6286,Wind,2015.0,,0.0976,False
VNM,Suoi Vang (AnKroet),WRI1030800,3.1,11.9921,108.3708,Hydro,1945.0,,0.0879,False
GBR,Weston Landfill Site,GBR0000678,2.0,52.2244,-1.0194,Waste,,,0.1897,False
FRA,Alluyes,WRI1024260,12.0,48.229,1.3648,Wind,,,0.1919,False
IDN,PLTU Tanjung Enim -Bukit Asam,WRI1000988,260.0,-3.7316,103.7975,Coal,,,0.0071,False
BRA,Plantar,BRA0030757,5.0,-19.4299,-44.325,Biomass,,,0.1054,False
FRA,Saint-Cézaire-sur-Siagne,WRI1024563,9.6,43.6597,6.8033,Hydro,,,0.1899,False
TWN,Houli,WRI1000423,1.0,24.3108,120.7214,Hydro,2010.0,,0.1005,False
CHE,Amsteg-Regulierzentrale,WRI1004041,1.73,13.9018,-31.069,Hydro,1998.0,OCEAN_COORDS,0.1109,False
MYS,Batang Al,WRI1000280,103.0,1.1472,111.8743,Hydro,,,0.0448,False
CHN,Ningxia Tongxin Jiaze Tianjialing Wind,WRI1072202,49.0,37.2978,105.8683,Wind,,,0.1363,False
RUS,CHP-PVS,WRI1062179,286.0,59.1372,37.8484,Gas,,,0.0235,False
CAN,Stave Falls,CAN0008430,91.0,49.2288,-122.3561,Hydro,,,0.0776,False
IND,HALDIA,IND0000139,600.0,22.1042,88.1764,Coal,2015.0,,0.0253,False
CHN,Hunan Xinhua Pingyouqiao,WRI1071356,6.0,28.0481,110.9022,Hydro,,,0.1236,False
UKR,Nikopol,WKS0071509,10.7,47.775,34.095,Solar,,,0.1689,False
IDN,Amurang power station,WRI1075799,60.0,1.1825,124.4806,Coal,2012.0,,0.0389,False
ESP,Castejon,WKS0060321,5.2,42.1517,-1.6556,Solar,,,0.1947,False
CHN,Baiyun Ebo Inner Mongolia Luneng Phase 2,WRI1071705,49.0,41.6778,109.9572,Wind,,,0.1347,False
USA,Scituate PV,USA0059013,2.5,42.1775,-70.7406,Solar,2013.0,,0.183,False
USA,Pittsgrove Solar,USA0060740,2.0,39.539,-75.1793,Solar,2014.0,,0.1866,False
CHN,Huitengxile,WRI1070920,25.0,24.7,108.33,Wind,,,0.1238,False
GBR,Abbots Ripton,GBR0001766,24.66717,52.3787,-0.1982,Solar,,,0.1799,False
FRA,Mazères,WRI1025549,1.29381,43.2309,1.6787,Solar,,,0.1913,False
CHN,Jiamusi-2 power station,WRI1070017,600.0,46.8322,130.4042,Coal,2008.0,,-0.0043,True
USA,Astoria Energy II,USA0057664,650.0,40.7813,-73.8966,Gas,2011.0,,0.0429,False
GBR,Crook Hill (Revised Application - Rochdale MBC) 2 of 2,GBR0004659,23.8,-19.5486,63.4056,Wind,,OCEAN_COORDS,0.0539,False
CAN,Bearspaw,CAN0007654,17.0,51.1012,-114.2823,Hydro,,,0.1059,False
BRA,Jacarezinho,BRA0028153,4.6000000000000005,-23.0895,-49.9321,Biomass,,,0.1011,False
MEX,Ingenio Adolfo López Mateos,MEX0006642,13.5,18.0502,-96.1527,Biomass,,,0.114,False
BRA,Bom Jardim,BRA0029062,30.0,-28.4403,-49.5703,Wind,2011.0,,0.0619,False
USA,Owatonna Energy Station,USA0060254,38.8,44.0852,-93.2627,Gas,2018.0,,0.1614,False
USA,North Jersey Media Group Solar Facility,USA0058358,4.1,40.9242,-74.4947,Solar,2013.0,,0.1887,False
ESP,SEROS II 1,WRI1023650,44.24,41.4744,0.4534,Hydro,1989.0,,0.174,False
JPN,Kikugawa Horinouchiya Solar Power Plant,WRI1026494,7.5,34.6689,138.0921,Solar,,,0.0899,False
NOR,Hemsil 2,WRI1003206,188.0,60.7053,8.9718,Hydro,,,0.0452,False
CAN,Simcoe Solar Energy Centre III,CAN0008366,10.0,44.4166,-78.8859,Solar,,,0.1803,False
GBR,Gawcott Fields Farm,GBR0002227,9.2,51.9885,-1.005,Solar,,,0.1886,False
NOR,Songa,WRI1003515,140.0,59.7776,7.7258,Hydro,,,0.0709,False
ESP,Hinojosa del Valle,WKS0060100,12.0,38.474,-6.232,Solar,,,0.1787,False
USA,BWC Wareham River,USA0062370,1.0,41.7837,-70.6932,Solar,2019.0,,0.1795,False
DNK,Klim Fjordholme,WRI1002298,67.2,57.0599,9.1563,Wind,1996.0,,0.1104,False
SVK,Kreplany Hydroelectric Power Plant Slovakia,GEODB0042648,,49.1281,19.0941,Hydro,,MISSING_CAPACITY,0.1805,False
BRA,Victor Baptista Adami (Antiga Passos Maia),BRA0029072,,-26.7086,-51.9197,Hydro,2012.0,MISSING_CAPACITY,0.0914,False
USA,Newington,USA0008002,414.0,43.1,-70.7908,Gas,1974.0,,0.0661,False
USA,Brooklyn Navy Yard Cogeneration,USA0054914,322.0,40.6994,-73.9764,Gas,1996.0,,0.0945,False
DEU,DKW Leinau,WRI1005634,11.4,47.9125,10.6117,Oil,,,0.1893,False
BRA,Lwarcel (Antiga Lençóis Paulista),BRA0028620,38.0,-22.5402,-48.7994,Biomass,1987.0,,0.0831,False
FRA,Laval-de-Cère,WRI1024899,5.1,44.9443,1.9359,Hydro,,,0.1931,False
CHN,Baoji Lingyuan Landfill,WRI1071865,1.0,34.4253,107.1047,Gas,,,0.1336,False
FRA,Castillon-de-Saint-Martory,WRI1025312,1.9,43.1371,0.851,Hydro,,,0.1928,False
CHN,Baoding Landfill,WRI1071621,1.0,38.859,115.5378,Gas,,,0.133,False
ESP,PARQUE EOLICO LA RETUERTA,WRI1007494,38.0,37.5076,-7.2704,Wind,2009.0,,0.1622,False
IND,Badal,WKS0072794,15.0,30.068,74.671,Solar,,,0.1397,False
CAN,Chatham,CAN0002124,101.2,42.2065,-82.3226,Wind,,,0.1521,False
GBR,Dunbar,GBR0000794,2.2,55.9725,-2.4566,Waste,,,0.1574,False
GRC,Kotomini,WRI1061100,485.0,41.0646,25.4899,Gas,2002.0,,0.0614,False
JPN,Ushikuma A,WKS0070633,6.0,33.5753,130.727,Solar,,,0.1053,False
BRA,CooperSul,BRA0030222,1.44,8.6481,-23.239,Oil,,OCEAN_COORDS,0.0956,False
USA,Riverside (OK),USA0004940,1121.7,35.9978,-95.9567,Gas,1980.0920032094143,,-0.0208,True
ARG,CENTRAL TERMOELECTRICA GUILLERMO BROWN,ARG0000042,524.0,-34.6268,-58.5438,Gas,,,-0.0722,True
JOR,Oryx Ma'an,WKS0068491,10.4,30.216,35.613,Solar,,,0.1389,False
DEU,Kraftwerk 3,WRI1005876,18.5,48.1539,12.6524,Hydro,1920.0,,0.1862,False
DEU,Schwarzheide Solar Power Plant,WRI1025905,,17.3325,-25.4081,Solar,,OCEAN_COORDS|MISSING_CAPACITY,0.1268,False
GBR,Middlewick,GBR0004662,20.7,51.6631,0.8925,Wind,,,0.1853,False
RUS,Sakhalin SDPP,WRI1061803,84.0,48.9791,142.9641,Coal,,,0.0416,False
CHN,GoSP} U,WKS0066537,10.0,36.4,95.265,Solar,,,0.1355,False
CAN,Millbrook,CAN0008127,6.0,45.3263,-63.3441,Wind,,,0.1543,False
USA,CalPeak Power Panoche Peaker Plant,USA0055508,60.5,36.6529,-120.5806,Gas,2002.0,,0.1203,False
USA,Union Power Station,USA0055380,2428.0,33.2961,-92.5894,Gas,2003.0,,-0.1238,True
DEU,Vilshofen an der Donau Solar Power Plant,WRI1030338,2.0,48.5979,13.1785,Solar,,,0.1879,False
MAR,DAOURAT,WRI1023690,17.0,-25.155,67.6638,Hydro,1950.0,OCEAN_COORDS,0.0449,False
FRA,Roc du Doun,WKS0064596,12.0,45.2088,2.0065,Solar,,,0.1907,False
MEX,Ingenio San Miguelito,MEX0006685,5.2,18.864,-96.9168,Biomass,,,0.1128,False
USA,System Control Center,USA0061742,,30.2199,-97.7088,Storage,2012.0,MISSING_CAPACITY,0.1431,False
USA,CMEEC - Norwich Stott St Solar Hybrid,USA0060609,4.3,41.5769,-72.1046,Solar,2017.0,,0.1878,False
NOR,Skollenborg,WRI1003499,102.0,59.6189,9.6677,Hydro,,,0.0776,False
USA,Hopkinton CSG,USA0062760,,42.2035,-71.5315,Solar,2019.0,MISSING_CAPACITY,0.1813,False
USA,Hartwell Energy Facility,USA0054538,360.0,34.3396,-82.8199,Gas,1994.0,,0.0759,False
FRA,Bonifacio,WRI1024909,5.02432,41.4355,9.1857,Solar,,,0.1892,False
IND,Pambur GRT 2,WKS0067242,,9.4533,78.5758,Solar,,MISSING_CAPACITY,0.0943,False
USA,Goose Haven Energy Center,USA0055627,47.0,38.2268,-121.8433,Gas,2003.0,,0.1218,False
CHN,Sunjiaying,WRI1023859,100.5,42.68,118.05,Wind,,,0.1113,False
JPN,Hatchobaru Otake,WRI1020116,,33.1053,131.1874,Geothermal,,MISSING_CAPACITY,0.1066,False
USA,Archer Daniels Midland Southport,USA0054316,52.5,33.9397,-77.9905,Gas,1992.9714285714283,,0.1525,False
ITA,Bosco Marengo Solar Power Plant,WRI1026397,6.5,1.9678,-120.3517,Solar,,OCEAN_COORDS,0.0598,False
CAN,Lily Lake,CAN0008047,10.0,44.3136,-78.3926,Solar,,,0.18,False
POL,EC Starachowice,WRI1061504,36.0,51.0299,21.0799,Coal,,,0.1586,False
BGD,Narshingdi (Doreen),WRI1029237,22.0,23.9186,90.6926,Oil,,,0.124,False
RUS,GT CHP of Magnitogorsk,WRI1062075,18.0,53.4109,58.9491,Gas,,,0.1207,False
USA,Oneida Herkimer,USA0057404,3.2,43.4622,-75.4183,Waste,2012.5,,0.1843,False
KEN,Olkaria I,WRI1000048,45.0,-0.8893,36.2557,Geothermal,1981.0,,0.0717,False
CAN,Brampton Biomass,CAN0007694,15.1,43.697,-79.6825,Biomass,,,0.1804,False
RUS,Novo-Irkustsk,WRI1003765,655.0,8.5941,-31.7988,Coal,1960.0,OCEAN_COORDS,-0.02,True
ITA,Bellavista Solar Power Plant,WRI1026395,6.0,41.6577,12.6621,Solar,,,0.188,False
USA,Sutter Energy Center,USA0055112,636.0,39.0531,-121.6959,Gas,2001.0,,0.0056,False
IND,NIMBAHERA JK CEMENT,WRI1019894,33.2,-22.6821,81.5321,Coal,,OCEAN_COORDS,0.0481,False
MEX,Altamira II,MEX0001794,495.0,22.4978,-97.9017,Gas,,,0.0171,False
BRA,Sertão 1,WKS0066262,30.0,-8.51,-42.505,Solar,,,0.0991,False
DEU,Ro�la Solar Power Plant,WRI1030145,6.0,51.4646,11.0559,Solar,,,0.1826,False
CHN,Datang Xinyang power station,WRI1070131,1940.0,32.1099,114.1406,Coal,2006.0,,-0.0774,True
FRA,Montauban,WRI1025201,2.35,44.0226,1.3638,Hydro,,,0.1923,False
USA,Medicine Bow,USA0000692,6.2,41.8353,-106.2428,Wind,2000.0,,0.1583,False
USA,Shane's Wind Machine,USA0056577,1.3,44.1508,-96.1361,Wind,2006.0,,0.1724,False
NOR,Dalvatn,WRI1003076,37.0,59.6906,6.5701,Hydro,,,0.109,False
VEN,Ricardo Zuloaga (Tacoa) Thermal Power Plant Venezuela,WRI1061135,1720.0,10.5877,-67.0806,Gas,1956.0,,-0.1112,True
CHN,Yangshugoucun A,WKS0074133,20.0,37.957,113.611,Solar,,,0.1418,False
DEU,Glesien Solar Power Plant,WRI1030152,4.2,51.4452,12.2345,Solar,,,0.1812,False
GBR,Land at Barnham,GBR0005832,1.0,50.8226,-0.6514,Solar,,,0.1887,False
BRA,Porto Colômbia,BRA0002117,319.2,-20.1242,-48.5719,Hydro,1973.0,,-0.0019,True
