country,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,error_flags
FRA,Villeneuve-lès-Avignon,WRI1025239,,43.9767,4.7943,Solar,,MISSING_CAPACITY
USA,FPL Energy North Dakota Wind I/II,USA0056099,61.5,46.3272,-98.8984,Wind,2003.0,
CHN,Jiangsu Huadian Qishuyan,WRI1061042,780.0,31.74,120.04,Gas,,
KOR,Kori,WRI1000213,3137.0,35.3199,129.2948,Nuclear,,
USA,Boston Medical Center CHP Plant,USA0061186,2.0,42.3347,-71.0742,Gas,2017.0,
UKR,Karkov CHP-5,WRI1005126,540.0,49.9719,36.107,Gas,,
USA,Chanute 3,USA0007018,34.8,37.6376,-95.4704,Gas,1987.505747126437,
BRA,Asja BH,BRA0030191,4.2780000000000005,-19.813,-43.9465,Waste,,
CHL,CURAUMA,CHL0000112,2.5,-33.1291,-71.557,Oil,,
USA,DWW Solar ll,USA0062657,36.9,41.5416,-72.475,Solar,2020.0,
CHN,Liangjiang,WRI1061065,934.0,29.78,106.51,Gas,2014.0,
USA,Caelum Community Solar,USA0061180,,45.662,-93.9368,Solar,2017.0,MISSING_CAPACITY
CZE,Kramolín Solar Power Plant,WRI1029516,3.3,48.9054,14.7426,Solar,,
DEU,Lürschau,WKS0068811,10.0,54.55,9.468,Solar,,
USA,Penascal Wind Power LLC,USA0056795,,27.0702,-97.5077,Wind,2009.0,MISSING_CAPACITY
USA,Wor-Wic Community College - Offsite,USA0063512,2.0,38.4133,-75.6901,Solar,2019.0,
CHN,Inner Mongolia Tianrun Danaobao,WRI1072426,49.0,41.8167,113.6083,Wind,,
CHN,Yuyang A,WKS0070001,200.0,38.762,109.679,Solar,,
USA,Salem Energy Systems LLC,USA0054984,4.5,36.1912,-80.1835,Waste,2017.0,
IND,ChSP} NKG,WKS0061220,10.0,23.8994,71.1935,Solar,,
CMR,Limbe,WRI1023035,10.62,4.0167,9.2,Oil,,
DEU,Heizkraftwerk West,WRI1005761,,49.0144,8.3481,Gas,1984.0,MISSING_CAPACITY
USA,Bliss,USA0000810,75.0,42.9138,-115.071,Hydro,1949.6666666666667,
IRN,Neishabour,WRI1008168,,36.2804,58.7774,Gas,,MISSING_CAPACITY
ESP,PARQUE EOLICO TAHIVILLA,WRI1007704,30.0,36.0139,-5.6069,Wind,,
USA,Biron Mill,USA0010234,61.6,44.43,-89.78,Coal,1968.185064935065,
FRA,Naours,WRI1024547,10.0,50.0446,2.2839,Wind,,
USA,CalPeak Power Border Peaker Plant,USA0055510,60.5,32.5624,-116.9439,Gas,2001.0,
USA,Las Vegas WPCF Solar Plant,USA0058477,3.3,36.1344,-115.0353,Solar,2013.0,
USA,St. Charles Solar,USA0062869,,43.976,-92.032,Solar,2019.0,MISSING_CAPACITY
CHN,Yangyuan A,WKS0069553,40.0,40.166,114.314,Solar,,
CAN,Grand-Mère,CAN0007911,,46.6152,-72.6793,Hydro,,MISSING_CAPACITY
USA,McGrigor Farm Solar,USA0060440,5.0,35.0198,-78.3501,Solar,2019.0,
USA,Center Hybrid,USA0056475,59.8,33.9296,-118.1046,Gas,2008.6722408026756,
PNG,Ulagunan,WRI1022422,8.4,-11.098,63.434,Oil,,OCEAN_COORDS
USA,Meriwether Farm,USA0060579,5.0,-19.1358,78.439,Solar,2016.0,OCEAN_COORDS
USA,Blacktip Solar,USA0061939,2.0,33.9005,-79.756,Solar,2019.0,
FRA,Avignonet-Lauragais,WRI1024184,12.6,43.3771,1.7729,Wind,,
NOR,Dalsfoss,WRI1003075,8.0,16.9377,-37.467,Hydro,,OCEAN_COORDS
GBR,Metheringham Heath (Farm AD),GBR0000331,6.5,53.1334,-0.4721,Biomass,,
USA,Salisbury City of,USA0007400,6.4,39.4236,-92.8028,Oil,1985.0625,
USA,McGoogan Farm  LLC,USA0060779,5.0,34.8887,-79.0627,Solar,2015.0,
USA,Webb Forging,USA0007814,5.8,34.5567,-81.4919,Oil,2003.0,
CHN,Urad Zhongqi Trough,WKS0071107,100.0,42.02,108.09,Solar,,
USA,Amazon,USA0058357,4.2,40.5664,-74.2214,Solar,2012.0,
CHN,Huainan Xinzhuangzi power station,WRI1070278,300.0,32.6371,116.8472,Coal,2008.0,
USA,Alice Falls Hydro Project,USA0054391,2.1,44.5192,-73.4648,Hydro,1991.0,
RUS,Orel TPP,WRI1003776,330.0,52.9879,36.0983,Gas,1946.0,
ESP,MICHELIN ARANDA,WRI1006677,31.866,41.6704,-3.6892,Gas,2003.0,
BRA,O Boticário - Centro de Distribuição Registro,BRA0033229,2.0,-24.4718,-47.8189,Oil,2012.0,
THA,B Grimm BIP,WRI1019488,230.0,13.9745,100.5649,Gas,,
GTM,SIDEGUA,WRI1061437,,7.0019,-136.0773,Oil,,OCEAN_COORDS|MISSING_CAPACITY
AUS,Jounama,AUS0000038,14.0,-35.562,148.3055,Hydro,,
ISR,Tzafit (Dalia),WRI1061491,835.0,-24.8887,84.0687,Gas,2015.0,OCEAN_COORDS
USA,Red Hills Wind Project LLC,USA0056804,123.0,35.535,-99.3828,Wind,2009.0,
USA,Berlin Gorham,USA0054639,30.299999999999997,-3.7787,-141.4048,Hydro,1925.6072607260728,OCEAN_COORDS
DOM,Guayubín,WKS0069260,58.0,19.706,-71.377,Solar,,
CHN,Hunan Daxing Small,WRI1071936,7.0,27.9023,110.9306,Hydro,,
USA,Preston (IA),USA0001176,3.2,42.0507,-90.3942,Gas,1975.75,
USA,Musgrave East Solar Farm,USA0061003,2.0,42.7315,-76.6637,Solar,2017.0,
USA,Pinckneyville,USA0055202,380.0,38.1114,-89.3467,Gas,2000.5263157894735,
CHN,Guodian Guangdong Zhaoqing Dawang power station,WRI1075609,700.0,23.3006,112.8563,Coal,2013.0,
USA,Jericho Rise Wind Farm LLC,USA0059629,77.7,44.8889,-74.1033,Wind,2017.0,
USA,Hull Wind II,USA0056800,1.8,42.2611,-70.8564,Wind,2006.0,
USA,Curtis Hill Solar CSG,USA0060851,2.0,42.175,-71.986,Solar,2016.0,
PRK,Hamhung,WRI1019822,500.0,39.8531,127.5789,Coal,,
CHN,Yunnan Jiduhe Cascade Iv,WRI1071894,12.0,17.7719,-36.6108,Hydro,,OCEAN_COORDS
FRA,Aizenay,WRI1025506,,-27.7004,81.9246,Solar,,OCEAN_COORDS|MISSING_CAPACITY
USA,FirstEnergy Pleasants Power Station,USA0006004,1368.0,39.3667,-81.2944,Coal,1980.0,
JPN,Aoi Solar Power Plant,WRI1026465,2.0,35.0312,138.3627,Solar,,
USA,Geneva Generation Facility,USA0056462,29.5,41.8911,-88.2711,Gas,2005.0,
ARG,LA PLATA COGENERACION,ARG0000164,128.0,-34.889,-57.9206,Gas,1997.0,
IND,Kotra,WKS0064612,20.0,28.022,73.069,Solar,,
CHN,Guohua Shangyi Kangleng Phase 1,WRI1072172,49.0,41.1697,114.2822,Wind,,
THA,Korat 7 Solar Power Plant,WRI1026270,6.1,15.1082,101.8871,Solar,,
CHN,Huadian Shiliquan power station,WRI1070566,,34.8144,117.5731,Coal,2003.0,MISSING_CAPACITY
CHN,Dongliuxi Erji,WRI1071070,12.0,30.53,110.75,Hydro,,
FRA,Allibaudières,WRI1023962,35.0,48.6071,4.1483,Wind,,
DEU,Waldpolenz,WKS0060014,42.9,51.3298,12.6595,Solar,,
ESP,P.E. EL MORAL,WRI1007021,40.0,38.8299,-3.5781,Wind,2006.0,
USA,Tripple State Farm,USA0061086,5.0,35.735,-80.7749,Solar,2016.0,
CHN,Yunnan Diqing State Deqin County Shibahe First Level,WRI1072407,16.0,27.774,99.2624,Hydro,,
AUS,Broken Hill,AUS0000305,50.0,-31.9863,141.4203,Gas,,
JPN,Nanyo Complex power station,WRI1020080,,34.0543,131.7578,Coal,1996.0,MISSING_CAPACITY
USA,New Mexico Wind Energy Center,USA0056097,204.0,34.6357,-104.0473,Wind,2003.0,
USA,Langdon Wind II LLC,USA0056912,40.5,48.6292,-98.3164,Wind,2008.0,
HND,Canaveral,WRI1029356,29.0,14.9816,-88.0232,Hydro,,
USA,Lee Combined Cycle Plant,USA0058215,1068.0,35.3736,-78.0894,Gas,2013.0,
CHN,Yinxing power station,WRI1075777,1320.0,37.7274,106.7409,Coal,2017.0,
POL,EC Janikosoda,WRI1061505,56.0,52.7664,18.1098,Coal,,
USA,Pheasant Run Landfill Gas Recovery,USA0054661,8.799999999999999,42.5825,-88.0436,Waste,1998.9090909090912,
GMB,Banjul,WRI1023192,29.0,13.4689,-16.6241,Oil,,
USA,Pastoria Energy Facility  LLC,USA0055656,779.0,34.9556,-118.844,Gas,2005.0,
FRA,Bonvillers,WRI1024396,11.5,49.5854,2.3517,Wind,,
MMR,Thaphanseik,WRI1061370,,23.31,95.358,Hydro,2002.0,MISSING_CAPACITY
BRA,Vertente,BRA0029270,53.0,-20.4015,-48.9911,Biomass,2005.0,
AUS,Nyngan Solar Plant,AUS0000476,102.0,-31.5527,147.0854,Solar,,
NOR,Herva,WRI1003209,45.0,61.5662,7.8624,Hydro,,
USA,Middle Gorge,USA0000401,37.5,37.51,-118.5692,Hydro,1952.0,
ARG,CENTRAL BAHIA BLANCA (PIEDRA BUENA) SA,ARG0000031,620.0,-38.7872,-62.2536,Coal,1990.0,
USA,Haywood Farm Solar  LLC,USA0061255,4.9,35.343,-79.915,Solar,2017.0,
BRA,Cerro Chato II (Antiga Coxilha Negra VI),BRA0030349,30.0,-30.8485,-55.6856,Wind,2011.0,
GBR,Wick Lane Solar Ltd,GBR0005536,2.8,51.2698,-2.9624,Solar,,
SVK,Orava Hydroelectric Power Plant Slovakia,GEODB0042652,,49.3756,19.557,Hydro,,MISSING_CAPACITY
CZE,Točník Solar Power Plant,WRI1029555,2.0,49.4209,13.3036,Solar,,
CHN,Heilongjiang Hailin Weihushan Wind,WRI1071858,45.0,44.9168,129.0405,Wind,,
BGD,Barupukuria ST 1,WRI1029206,250.0,25.5502,88.9527,Coal,,
USA,Laurinburg Solar  LLC (Heelstone),USA0060200,2.0,34.7076,-79.2954,Solar,2016.0,
CHN,Dalikoucun A,WKS0073235,35.0,11.3822,-22.3995,Solar,,OCEAN_COORDS
IND,SERVALAR,IND0000399,20.0,8.6895,77.3048,Hydro,1986.0,
USA,B.R. Corcoran CSG,USA0061453,5.0,45.0695,-93.6432,Solar,2017.0,
BRA,Salto Góes,BRA0030338,20.0,-27.1044,-51.2861,Hydro,2012.0,
RUS,Novosibirsk CHP-4,WRI1061823,384.0,55.1,82.9894,Coal,,
USA,Talcville,USA0007583,1.1,44.3083,-75.3083,Hydro,1986.0,
MYS,Tawau Power Station (SESB),WRI1000274,64.0,4.2826,117.888,Oil,,
UKR,Dniester (pumped storage),WRI1005116,648.0,48.5136,27.4733,Hydro,,
GBR,Tiln Farm solar park,GBR0002356,8.0,53.3468,-0.9294,Solar,,
FRA,Vaugris,WRI1026734,72.0,45.495,4.826,Hydro,1980.0,
ESP,CIJARA M. DCHA. 1,WRI1006357,50.4,39.3711,-5.0166,Hydro,1980.0,
FRA,Saint-Maximin-la-Sainte-Baume,WRI1025525,1.31957,43.451,5.8594,Solar,,
USA,RP Wind,USA0058630,3.4,40.4494,-83.8933,Wind,2014.0,
FRA,Saint Georges de Commiers,WRI1026729,60.0,45.006,5.687,Hydro,1964.0,
USA,Union Falls,USA0050176,2.6,44.5107,-73.9131,Hydro,1987.0,
IND,NPKSP} Tata NSM-P2B3,WKS0068724,100.0,14.041,78.43,Solar,,
ARG,GOYA,ARG0000121,1.33,-29.1388,-59.2277,Oil,,
USA,Capella Community Solar,USA0061178,4.5,44.0901,-96.1612,Solar,2017.0,
BRA,Santa Edwiges III,BRA0028182,11.6,-14.3717,-46.2914,Hydro,2009.0,
CHN,Wulataixiang G,WKS0070267,200.0,42.248,93.886,Solar,,
CHN,Qianshan Jiujinggang,WRI1072007,20.0,30.8038,116.4636,Hydro,,
CAN,Calstock,CAN0007719,38.0,49.7456,-84.0736,Biomass,,
IND,Dhabla Sondhya Solar Power Plant,WRI1026133,28.2,23.8267,75.8988,Solar,,
FRA,Cast,WRI1024507,10.0,17.3379,-20.5561,Wind,,OCEAN_COORDS
CHN,Sichuan Muli Ninglang,WRI1071667,114.0,28.0637,100.5164,Hydro,,
CAN,Wainwright Falls,CAN0008516,,49.8217,-92.8763,Hydro,,MISSING_CAPACITY
FRA,Argenteuil,WRI1024458,10.3,48.9518,2.2406,Biomass,,
FRA,Mauguio,WRI1025238,2.19399,43.5931,4.0046,Solar,,
GBR,Arla Dairy Site,GBR0004906,5.0,51.8206,-0.7382,Biomass,,
NOR,Tevla,WRI1003566,60.0,63.3904,11.9106,Hydro,,
CHN,Hebei Chongli Honghualiang,WRI1071835,49.0,40.5743,115.28,Wind,,
USA,Klamath Cogeneration Plant,USA0055103,501.5,42.1739,-121.8106,Gas,2001.0,
ESP,PARQUE EOLICO RIO ALMODOVAR,WRI1007624,16.5,36.1949,-5.7634,Wind,,
GBR,Inner Sound Phase 1A (MeyGen),GBR0002436,6.0,58.7418,-3.116,Wave and Tidal,,
FRA,Vals-près-le-Puy,WRI1025179,2.41679,45.0229,3.8652,Solar,,
BRA,CNH Nova Califórnia,BRA0032292,4.84,-9.7378,-66.6061,Oil,2016.0,
GBR,Far Marsh Farm (Resubmission),GBR0004660,7.5,53.6775,-0.1141,Wind,,
USA,Tungsten Mountain,USA0060785,44.3,39.667,-117.6937,Geothermal,2018.1647855530475,
ISR,Haifa,WRI1008358,282.0,32.8118,35.0232,Gas,1961.0,
USA,USG 1,USA0061682,1.0,32.7928,-115.8573,Solar,2014.0,
CHN,Yinxing Zhongning Dazhanchang Phase 2,WRI1072210,,37.3133,105.5472,Wind,,MISSING_CAPACITY
USA,Westport,USA0001560,121.5,39.266,-76.6295,Gas,1969.0,
CHL,PUNTA COLORADA,CHL0000080,16.609,-29.3668,-71.0429,Oil,,
BRA,Porto Franco,BRA0029059,,-11.8142,-46.7831,Hydro,2009.0,MISSING_CAPACITY
ESP,P. E.  LA GAMONEDA (AMPLIADA CON RE-1814),WRI1006731,19.8,42.0357,-6.9054,Wind,,
DNK,NÃ¸rre Ã˜kse SÃ¸,WRI1002300,17.3,57.1252,9.5452,Wind,,
IRQ,Dokan Dam,WRI1008718,400.0,35.9542,44.571,Hydro,1979.0,
SVK,Liptovska Mara Pumped Storage Hydroelectric Power Plant Slovakia,GEODB0042636,198.0,49.0986,19.4889,Hydro,,
DEU,P&L Werk Euskirchen,WRI1005993,,50.658,6.8101,Coal,,MISSING_CAPACITY
DEU,Gemeinschaftskraftwerk Irsching,WRI1005691,1391.0,48.767,11.58,Gas,,
FRA,Caissargues,WRI1025458,1.48317,43.7921,4.3955,Solar,,
RUS,Enotaevka,WKS0071416,15.0,47.26,47.026,Solar,,
CHN,Zhongning G,WKS0072311,25.0,37.616,105.783,Solar,,
CHN,Liyujiang-2A power station,WRI1070468,630.0,25.9428,113.214,Coal,1999.0,
BRA,Codorna,BRA0000789,1.944,-20.1517,-43.8842,Hydro,,
CHN,AlxaB,WKS0070194,40.0,38.56,105.648,Solar,,
USA,Tesla,USA0007233,26.6,38.9737,-104.9011,Hydro,1997.0,
USA,Glen,USA0003714,2.0,43.6368,-72.9758,Hydro,1920.0,
BRA,Miassaba II,BRA0030370,,-5.0826,-36.4074,Wind,2011.0,MISSING_CAPACITY
FRA,DIRINON,WRI1002721,170.0,48.39,-4.26,Oil,,
FIN,Vaaja,WRI1002570,3.6,63.096,21.6158,Hydro,,
FRA,Villar-d'Arêne,WRI1024941,4.659,45.0001,6.3639,Hydro,,
CAN,Tobique,CAN0008477,20.0,46.7801,-67.6953,Hydro,,
USA,Yough Hydro Power,USA0052036,12.2,39.8016,-79.3682,Hydro,1990.0,
BRA,Sistema de Cogeração da  RECAP,BRA0027902,22.5,-23.6388,-46.4666,Oil,,
ESP,Moclinejo,WKS0060232,7.0,36.7848,-4.2672,Solar,,
USA,Sacket Lake Rd #2 Community Solar Farm,USA0062159,1.7,41.3825,-74.4353,Solar,2019.0,
ESP,SERRA DEL TALLAT,WRI1007901,49.5,42.3833,2.2667,Wind,2007.0,
IND,Harij,WKS0073925,30.0,23.715,71.875,Solar,,
CHN,Sichuan Miaopu,WRI1071071,30.0,30.2,102.09,Hydro,,
FRA,Langogne,WRI1024710,8.0,44.7238,3.8338,Hydro,,
USA,Naval Air Weapons Station China Lake,USA0057764,11.1,35.6877,-117.6814,Solar,2012.0,
RUS,Smolenskaya CHPP-2,WRI1061734,275.0,54.7713,32.1439,Gas,1973.0,
FRA,BROMMAT,WRI1002700,406.0,44.768,2.684,Hydro,,
IND,Kalamarahalli,WKS0062239,10.9,14.109,76.758,Solar,,
DEU,Köthen Flugplatz,WKS0060075,14.8,51.72,11.971,Solar,,
IDN,PLTU Sumbar - Teluk sirih Unit 1,WRI1000980,112.0,-1.0772,100.3727,Coal,,
GBR,ReFood - Dagenham Docks Biogas (Waste AD),GBR0000328,,51.5241,0.1364,Biomass,,MISSING_CAPACITY
IRN,Sefid Rood,WRI1008181,87.0,36.7434,49.4022,Hydro,1964.0,
ARG,CT REALICO,ARG0000184,24.0,-35.055,-64.2406,Oil,,
USA,Aqua Ingrams Mill,USA0057280,,39.9647,-75.6578,Solar,2010.0,MISSING_CAPACITY
VNM,Dak Ro Sa 2,WRI1030846,2.4,14.7135,107.8211,Hydro,2012.0,
FRA,Canadel,WKS0069161,10.4,43.165,6.477,Solar,,
USA,Lakota Wind Wind Farm,USA0057251,10.5,43.3839,-94.1475,Wind,2009.0,
GBR,Newlincs EfW,GBR0000850,3.2,53.6019,-0.1638,Waste,,
DEU,Dow Stade,WRI1005639,173.0,53.6519,9.5079,Gas,2014.0,
BRA,Telesp,BRA0031553,1.12,-23.5066,-46.9,Oil,1900.0,
USA,VEC Magee Hill Solar,USA0060954,1.3,44.3682,-73.0608,Solar,2017.0,
CZE,Hudcov Solar Power Plant,WRI1029679,2.0,50.6314,13.7806,Solar,,
DEU,Biomasseheizkraftwerk Piesteritz,WRI1005600,18.1,51.8712,12.6185,Biomass,2009.0,
USA,MESA 2,USA0060021,,47.9727,-122.1987,Storage,2017.0,MISSING_CAPACITY
USA,Mount Sinai Hospital,USA0061416,18.700000000000003,40.79,-73.9537,Oil,1996.122994652406,
ESP,La Veguilla,WKS0060171,,38.0016,-4.3197,Solar,,MISSING_CAPACITY
USA,Victor Dry Farm Ranch A,USA0058418,5.0,34.5011,-117.4667,Solar,2015.0,
GBR,Coombe Farm,GBR0002173,8.0,50.6582,-3.3934,Solar,,
USA,Pulliam,USA0004072,91.0,44.54,-88.0086,Gas,2003.0,
CHN,Yunnan Lincang Nanpeng River Dayakou,WRI1071928,102.0,23.6484,98.9388,Hydro,,
USA,Old Catawba PV 1,USA0059519,3.5,35.7117,-81.1342,Solar,2016.0,
PRT,Paus,WRI1022755,4.0,41.9146,-8.5902,Hydro,1993.0,
USA,Ocean State Power II,USA0054324,254.2,42.0099,-71.6701,Gas,1991.0,
FRA,Trets,WRI1025654,1.14191,43.4378,5.7002,Solar,,
FRA,Mervent,WRI1025463,1.472,46.5324,-0.7483,Hydro,,
GBR,Knowlton,GBR0001382,11.541,51.2349,1.2649,Solar,,
USA,Blue Canyon Windpower VI LLC,USA0057616,100.0,34.9104,-98.5599,Wind,2012.0,
NOR,Dynjanfoss,WRI1003090,39.0,58.9516,8.3953,Hydro,,
CHN,Ruoqiang A,WKS0070253,20.0,38.946,88.199,Solar,,
USA,Wise,USA0000292,16.4,38.8899,-121.0985,Hydro,1928.9512195121952,
ESP,La Flamenca,WKS0060223,7.2,37.28,-7.259,Solar,,
GBR,Cattlegate Farm Biogas (Farm AD),GBR0000342,1.5,51.696,-0.1116,Biomass,,
FRA,Ardin,WRI1024622,9.0,46.4813,-0.555,Wind,,
USA,Cottage Grove CSG  LLC,USA0061483,5.0,44.8421,-92.8737,Solar,2018.0,
USA,Pinnacles,USA0003825,11.1,36.6669,-80.4479,Hydro,1938.0,
FRA,Sarcelles,WRI1024976,4.4,48.9903,2.3813,Biomass,,
USA,Whitetail Solar 1,USA0062989,13.5,40.1414,-77.6097,Solar,2020.0,
USA,EDF Renewable Windfarm V Inc,USA0054453,15.5,38.1167,-121.8333,Wind,1990.0,
USA,Manitowoc,USA0004125,117.4,44.082,-87.6558,Petcoke,1984.989778534923,
USA,Seiling Wind II,USA0059312,98.6,36.1225,-98.9922,Wind,2015.0,
USA,Morgan Farm  LLC,USA0060133,5.0,8.8772,-24.6977,Solar,2016.0,OCEAN_COORDS
ITA,CENTRALE NATURNO,WRI1002868,175.0,46.6487,11.0051,Hydro,,
IND,Veltoor Suzlon,WKS0067107,100.0,16.445,77.867,Solar,,
USA,Eagle,USA0002555,6.0,43.9097,-75.2008,Hydro,1918.6666666666667,
IND,BHAKRA,IND0000047,1379.0,31.4107,76.4328,Hydro,1964.0,
BRA,CRV,BRA0029162,4.0,-7.055,-140.434,Biomass,,OCEAN_COORDS
PHL,SLTEC Putting Bato,WRI1023889,270.0,13.9328,120.7909,Coal,2016.0,
BRA,Antunes,BRA0030880,1.0,-27.6497,-51.195,Hydro,,
CHN,Qili} M,WKS0065817,75.0,40.13,94.473,Solar,,
SGP,Senoko I-VII CCGT Power Plants Singapore,GEODB0005331,2807.0,1.4655,103.7996,Gas,,
CAN,Fitzpatrick Mountain,CAN0007859,1.6,45.6264,-62.9013,Wind,,
USA,MP Wayne LLC,USA0057366,3.3000000000000003,35.2889,-78.0703,Waste,2011.0,
ROU,Deta A,WKS0073901,6.0,45.3954,21.1997,Solar,,
POL,EW Karwice,WRI1061553,40.0,54.3081,16.5663,Wind,2015.0,
USA,Southbridge Landfill Gas-to-Energy,USA0059011,,42.1044,-72.0325,Waste,2011.0,MISSING_CAPACITY
USA,Wakefield,USA0002311,4.1000000000000005,42.2691,-96.8621,Gas,1959.0243902439024,
USA,Davis Dam,USA0000152,254.8,35.197,-114.5707,Hydro,1951.0,
CHN,Datang Chifeng Danianzi Wind,WRI1071326,49.0,42.62,117.93,Wind,,
FRA,Tauriac-de-Naucelle,WRI1025713,1.07984,44.1452,2.3235,Solar,,
GBR,Balhearty Solar,GBR0005795,5.0,56.143,-3.712,Solar,,
VNM,Thai Binh Power Center,WRI1075848,600.0,20.481,106.5605,Coal,2017.0,
CHN,Jinchuan Works power station,WRI1070432,300.0,38.491,102.1687,Coal,2008.0,
CHL,Cardones I,WKS0071653,29.2,-27.35,-70.395,Solar,,
USA,Tahquitz High School,USA0058232,1.0,33.7672,-117.0175,Solar,2012.0,
CHE,Martina,WRI1004342,84.0,46.8842,10.4627,Hydro,1994.0,
VNM,Song Pha,WRI1030788,7.5,11.8331,108.6841,Hydro,1995.0,
BRA,Sumaúma,BRA0028577,4.0,-9.6678,-35.8187,Biomass,,
FRA,Le Vauclin,WRI1025695,1.1,14.5435,-60.8568,Wind,,
CZE,Radvanice Solar Power Plant,WRI1029440,2.3,49.5169,17.4855,Solar,,
CAN,Box Springs,CAN0007692,6.0,50.1004,-110.7276,Wind,,
DEU,Wedel,WRI1006131,101.0,53.5663,9.7285,Oil,1972.0,
USA,TA-High Desert LLC,USA0058149,20.0,34.7089,-118.3047,Solar,2013.0,
IND,Bandarupalli A,WKS0074074,15.0,-19.8684,68.4798,Solar,,OCEAN_COORDS
USA,Atood II,USA0061960,2.0,35.0303,-81.8085,Solar,2019.0,
USA,Mustang Solar,USA0061533,5.0,35.4162,-79.576,Solar,2018.0,
USA,Lawrenceburg Power  LLC,USA0055502,1232.0,39.0911,-84.8669,Gas,2004.0,
MEX,Mocúzari,MEX0006569,9.6,27.2251,-109.1068,Hydro,,
USA,Ridgewood Providence Power,USA0050365,6.4,41.8069,-71.53,Waste,2005.0,
USA,Scherer,USA0006257,3564.0,33.0606,-83.8075,Coal,1985.5,
USA,Schell Solar Farm,USA0059591,5.0,36.4356,-77.5664,Solar,2017.0,
CAN,Mactaquac,CAN0002187,668.0,45.9551,-66.8665,Hydro,,
USA,Flambeau Lower Project,USA0055685,1.2000000000000002,45.9135,-90.4475,Hydro,1923.0,
BRA,Una Açúcar e Energia,BRA0028726,3.0,-8.7608,-35.3058,Biomass,,
FRA,Saint-Paulien,WRI1025424,,45.1352,3.8215,Solar,,MISSING_CAPACITY
FRA,Ansauvillers,WRI1024395,11.5,49.567,2.3874,Wind,,
RUS,Bichur SES,WRI1062209,10.0,50.6268,107.6166,Solar,,
CHL,Salvador,WKS0063118,68.0,-26.27,-69.63,Solar,,
RUS,Yelets Thermal Power Plant,WRI1061732,,52.5947,38.5148,Gas,1955.0,MISSING_CAPACITY
USA,Kinder Morgan Fordham,USA0062614,1.7,-1.9603,-164.9923,Solar,2018.0,OCEAN_COORDS
ARE,Layyah Power Station (LPS),WRI1023584,911.0,25.3527,55.3705,Gas,1977.0,
BRA,Grupo Geradores Moore,BRA0028938,1.296,-23.529,-46.7825,Oil,2002.0,
USA,Oroville Cogeneration LP,USA0054477,7.699999999999999,39.492,-121.5628,Gas,1990.0,
PAN,Central 9 de Enero (JB) CCGT Power Plant Panama,GEODB0043528,160.0,9.3796,-79.8219,Gas,,
CZE,Uherský Ostroh 1 Solar Power Plant,WRI1029447,1.0,48.9718,17.4032,Solar,,
ESP,ENTREPENAS GRUPO 1,WRI1006462,40.8,40.5175,-2.7925,Hydro,1956.0,
BRA,Baixa do Feijão I,BRA0030932,,-5.3698,-36.0317,Wind,2016.0,MISSING_CAPACITY
USA,Sam Rayburn Dam,USA0006413,52.0,31.0609,-94.1062,Hydro,1965.0,
POL,FW Lipniki,WRI1061600,30.0,50.5355,17.1067,Wind,2011.0,
ESP,PARQUE EOLICO PALOMAREJO,WRI1007592,30.0,37.3222,-6.0586,Wind,2012.0,
USA,IKEA College Park 411,USA0058015,1.0,39.021,-76.926,Solar,2012.0,
USA,Slayton Solar,USA0058164,,43.9803,-95.7672,Solar,2013.0,MISSING_CAPACITY
USA,MacArthur Waste to Energy Facility,USA0051038,12.5,40.7869,-73.1064,Waste,1990.0,
MEX,Energía Eléctrica de Juárez,MEX0006701,,31.5554,-106.486,Biomass,,MISSING_CAPACITY
VNM,Ta Thang,WRI1030920,60.0,22.2987,104.0221,Hydro,2013.0,
CZE,Rýmařov Solar Power Plant,WRI1029737,1.1,49.9381,17.2771,Solar,,
ITA,Giave,WKS0061327,16.0,40.469,8.712,Solar,,
LKA,Samanala,WRI1030415,124.0,6.9778,80.4567,Hydro,,
CHL,Loma Los Colorados (KDM),CHL0003018,2.0,-32.9557,-70.8043,Biomass,,
GBR,Bad a Cheo Wind Farm,GBR2001076,26.7,58.4205,-3.4292,Wind,,
USA,Rock Creek Dairy,USA0058142,3.2,42.5003,-114.615,Biomass,2012.0,
GBR,Raventhorpe Farm,GBR0002241,38.0,53.5604,-0.5813,Solar,,
CHN,Huaneng Inner Mongolia Manzhouli Donghu,WRI1072138,49.0,49.561,117.5809,Wind,,
USA,Cherry Hill,USA0057734,,-18.0809,81.1165,Solar,2010.0,OCEAN_COORDS|MISSING_CAPACITY
IND,Khetusar - Northern Solar Power Plant,WRI1026159,,27.3225,71.9951,Solar,,MISSING_CAPACITY
CHN,Yunnan Wanjiakouzi Hydro,WRI1072128,180.0,26.2667,104.5476,Hydro,,
USA,Morelos del Sol,USA0060007,15.0,35.7314,-119.8187,Solar,2015.0,
CHN,Baishan - Hunjiang 2 Coal,WRI1070355,600.0,41.97,126.473,Coal,2007.0,
FIN,Vajukoski,WRI1002572,21.0,67.4167,26.6,Hydro,,
POL,EC Rzeszów,WRI1019087,129.0,50.0646,22.0294,Gas,,
CHN,Tulufan E,WKS0065041,20.0,43.134,89.355,Solar,,
CHN,TeSP} N,WKS0066270,45.0,37.532,105.035,Solar,,
GBR,The Kickles,GBR0002319,5.0,52.0962,-0.7429,Solar,,
